date,type,weighted_return,weighted_rolling_return
2025-06-08,ETH,1.8089763906310452,0.01759108074815785
2025-06-09,Altcoin,1.493522281051532,0.03437373674687198
2025-06-09,BTC,0.010212570269452215,0.010853434734375167
2025-06-09,ETH,-0.693026472540692,-0.11507563411960112
2025-06-10,Altcoin,3.8109434222727723,0.48414408635191936
2025-06-10,BTC,4.323238046873712,0.6048448472487534
2025-06-10,ETH,7.0239627156502005,0.4864681194585064
2025-06-11,Altcoin,1.2977160871655493,0.6493313493873758
2025-06-11,BTC,-0.044296790111297835,0.6592654273910108
2025-06-11,ETH,4.599739842166928,1.2216785373743277
2025-06-12,Altcoin,-1.92166536424872,0.5526852806776068
2025-06-12,BTC,-1.3907253675847775,0.5448077753328879
2025-06-12,ETH,-1.1524294021406867,0.9751765374451307
2025-06-13,Altcoin,-3.5920048742252826,0.7377342236670991
2025-06-13,BTC,-2.485045695612742,0.6207976657144962
2025-06-13,ETH,-4.4298323405073115,1.3752786035445272
2025-06-14,Altcoin,-1.6981638521378635,0.12823765307110993
2025-06-14,BTC,0.06259281657732263,0.2419957156513252
2025-06-14,ETH,-2.868669078326269,0.6126745221333161
2025-06-15,Altcoin,-1.4150597838876238,-0.2927450627737099
