type,date,market_cap,total_daily_mcap,daily_%_mcap
ETH,2025-01-18,419024911827.7939,3064174759410.6724,13.67
ETH,2025-01-19,398761138447.4049,3058648200812.629,13.04
ETH,2025-01-20,388676714260.872,2955594437081.427,13.15
ETH,2025-01-21,393073139255.5516,2965569028887.0664,13.25
ETH,2025-01-22,400135429379.4123,3069280472166.7817,13.04
ETH,2025-01-23,390083338462.87006,3016065466810.837,12.93
ETH,2025-01-24,401547418905.6495,3028472751705.6045,13.26
ETH,2025-01-25,398942774193.46027,3035554914580.6094,13.14
ETH,2025-01-26,400427749273.5654,3043290611645.758,13.16
ETH,2025-01-27,390058879989.8578,2969985209917.813,13.13
ETH,2025-01-28,382221069555.6103,2943508153888.694,12.99
ETH,2025-01-29,370532757630.7433,2907458375016.0303,12.74
ETH,2025-01-30,375574817164.75665,2968332509305.038,12.65
ETH,2025-01-31,391509879851.78656,3020935152806.2856,12.96
ETH,2025-02-01,396910231325.1062,2967840712013.2734,13.37
ETH,2025-02-02,376840076476.98303,2886228275016.5083,13.06
ETH,2025-02-03,344091054313.7205,2742601903351.5547,12.55
ETH,2025-02-04,346820394641.11206,2844488281155.666,12.19
ETH,2025-02-05,329090090858.6241,2731893071012.3784,12.05
ETH,2025-02-06,335828291113.4543,2689222221492.023,12.49
ETH,2025-02-07,323756512126.7498,2669763215463.565,12.13
ETH,2025-02-08,315636240722.9841,2663170631558.254,11.85
ETH,2025-02-09,317758860998.56256,2681263589038.75,11.85
ETH,2025-02-10,317369673472.60657,2677046397404.0703,11.86
ETH,2025-02-11,320711545303.1932,2703556235220.6606,11.86
ETH,2025-02-12,313943237177.0695,2669788747176.916,11.76
ETH,2025-02-13,329492522913.44,2737903588722.9956,12.03
ETH,2025-02-14,322584072350.2765,2706615680381.7095,11.92
ETH,2025-02-15,328399065363.05505,2743663250810.4937,11.97
ETH,2025-02-16,324625278431.52954,2740574444347.2407,11.85
ETH,2025-02-17,320529173059.00665,2702584193718.7505,11.86
ETH,2025-02-18,330464530098.92377,2695902478936.856,12.26
ETH,2025-02-19,321688672383.7524,2662549265921.56,12.08
ETH,2025-02-20,327248168186.7616,2703027776494.38,12.11
ETH,2025-02-21,330517520397.0965,2747391618554.255,12.03
ETH,2025-02-22,320508273451.5576,2675445403825.4346,11.98
ETH,2025-02-23,333381856893.82196,2705287183131.1396,12.32
ETH,2025-02-24,340712999974.1412,2702387105568.966,12.61
ETH,2025-02-25,301769340440.05,2516799221943.2925,11.99
ETH,2025-02-26,301064649480.5458,2468629590794.187,12.2
ETH,2025-02-27,280668025121.2334,2334705269455.899,12.02
ETH,2025-02-28,277936135130.74036,2349747223251.729,11.83
ETH,2025-03-01,269516471615.1616,2335232960072.6777,11.54
ETH,2025-03-02,266823935338.2421,2368959191951.7666,11.26
ETH,2025-03-03,303306117779.7704,2658171535662.6123,11.41
ETH,2025-03-04,259111889993.75626,2374747541138.6304,10.91
ETH,2025-03-05,261805780842.5489,2410261900955.1636,10.86
ETH,2025-03-06,270490243838.00568,2494793020133.933,10.84
ETH,2025-03-07,265270135615.0983,2474862203713.9297,10.72
ETH,2025-03-08,257899503839.8083,2385394914499.9575,10.81
ETH,2025-03-09,265129957012.69815,2374182831995.8364,11.17
ETH,2025-03-10,243298514477.01385,2215980924949.9014,10.98
ETH,2025-03-11,226713493940.29108,2142175101008.3906,10.58
ETH,2025-03-12,232024934655.6445,2244512526356.291,10.34
ETH,2025-03-13,230443739229.907,2271884538556.786,10.14
ETH,2025-03-14,224658866951.8703,2209003958388.9585,10.17
ETH,2025-03-15,230476916425.01935,2288571313216.508,10.07
ETH,2025-03-16,233970291611.3664,2309931720742.0957,10.13
ETH,2025-03-17,227688957214.28125,2250323653462.8438,10.12
ETH,2025-03-18,232725366276.39935,2295264935024.601,10.14
ETH,2025-03-19,233152161415.72287,2265848454845.256,10.29
ETH,2025-03-20,248434080718.19073,2383989376698.0024,10.42
ETH,2025-03-21,238984217654.16632,2312797671016.3105,10.33
ETH,2025-03-22,236980043535.89395,2301833039215.8794,10.3
ETH,2025-03-23,238753335160.5841,2297857391626.369,10.39
ETH,2025-03-24,241404254258.0785,2346462433445.407,10.29
ETH,2025-03-25,250648654235.6259,2396645710071.881,10.46
ETH,2025-03-26,249404519198.06433,2402106240467.076,10.38
ETH,2025-03-27,242347645799.6622,2373027815401.8955,10.21
ETH,2025-03-28,241580699763.4796,2381126811959.5396,10.15
ETH,2025-03-29,228784244898.24844,2290915698118.557,9.99
ETH,2025-03-30,220262156018.88525,2237067467012.2764,9.85
ETH,2025-03-31,217784813538.97607,2225849052692.9185,9.78
ETH,2025-04-01,219908040559.44638,2227884590989.7285,9.87
ETH,2025-04-02,230031614721.63394,2301642881664.2896,9.99
ETH,2025-04-03,216667567217.00522,2215837014500.905,9.78
ETH,2025-04-04,219762279056.2319,2236596890751.917,9.83
ETH,2025-04-05,218925876283.93597,2256535941115.6387,9.7
ETH,2025-04-06,217957146409.9286,2245227162492.732,9.71
ETH,2025-04-07,190295586491.21872,2081360821777.4492,9.14
ETH,2025-04-08,188565143892.71408,2107495642637.9026,8.95
ETH,2025-04-09,177496121145.5316,2018666956989.5112,8.79
ETH,2025-04-10,200623016236.85327,2203862827221.328,9.1
ETH,2025-04-11,183947227079.42554,2115473085064.4958,8.7
ETH,2025-04-12,189185664203.6754,2208908228001.061,8.56
ETH,2025-04-13,198696438258.60336,2275476802973.849,8.73
ETH,2025-04-14,192382635779.77805,2225892360517.66,8.64
ETH,2025-04-15,195686083638.74744,2248884218309.309,8.7
ETH,2025-04-16,191837036865.40186,2220193239194.498,8.64
ETH,2025-04-17,190419833063.11868,2231611069250.804,8.53
ETH,2025-04-18,191135638825.23685,2251061828742.1685,8.49
ETH,2025-04-19,191865697060.91525,2241640778225.595,8.56
ETH,2025-04-20,194945047366.35382,2264107816828.2324,8.61
ETH,2025-04-21,191374869502.39386,2257007248832.986,8.48
ETH,2025-04-22,190376888818.46906,2304089476820.5,8.26
ETH,2025-04-23,212582611840.14056,2475999695177.455,8.59
ETH,2025-04-24,216572719914.54987,2481129297022.554,8.73
ETH,2025-04-25,213593284213.58224,2486391157419.8926,8.59
ETH,2025-04-26,215954892518.00418,2503799383739.887,8.63
ETH,2025-04-27,219830529458.7114,2506024399501.397,8.77
ETH,2025-04-28,216533502206.27112,2487462375751.069,8.7
ETH,2025-04-29,217264115049.6792,2515840165956.2593,8.64
ETH,2025-04-30,216596941729.71945,2491816070459.5317,8.69
ETH,2025-05-01,216623334477.08453,2490156997541.002,8.7
ETH,2025-05-02,221969602979.55032,2544662645495.823,8.72
ETH,2025-05-03,222269022299.2824,2551660712288.3755,8.71
ETH,2025-05-04,221494950784.02625,2528820998284.063,8.76
ETH,2025-05-05,218216268630.8664,2485482260687.8687,8.78
ETH,2025-05-06,219769896301.20087,2499006588309.7295,8.79
ETH,2025-05-07,219305875804.55966,2542363359184.12,8.63
ETH,2025-05-08,218569578701.42172,2543567225089.536,8.59
ETH,2025-05-09,264994998215.9445,2747086295911.8525,9.65
ETH,2025-05-10,282636716534.08844,2776714986356.6133,10.18
ETH,2025-05-11,312095621694.1442,2859189533393.343,10.92
ETH,2025-05-12,302727255563.5134,2823716991489.5234,10.72
ETH,2025-05-13,300976824863.0343,2814141277272.2974,10.7
ETH,2025-05-14,322977150438.36176,2872749420063.35,11.24
ETH,2025-05-15,314022060127.0501,2840666579099.5015,11.05
ETH,2025-05-16,306933361055.9317,2816948521225.2896,10.9
ETH,2025-05-17,307619694635.7725,2815328409265.3765,10.93
ETH,2025-05-18,298789831687.0011,2791756637934.764,10.7
ETH,2025-05-19,296863390804.2497,2855723221424.979,10.4
ETH,2025-05-20,305077067863.0779,2851754175567.544,10.7
ETH,2025-05-21,304737250158.37354,2875038120234.13,10.6
ETH,2025-05-22,308934701949.7151,2949143528652.825,10.48
ETH,2025-05-23,320733890913.39886,3008767900214.973,10.66
ETH,2025-05-24,304038733414.03973,2886291697191.5127,10.53
ETH,2025-05-25,305369227833.4215,2903710665557.234,10.52
ETH,2025-05-26,307423642894.0653,2928267517834.855,10.5
ETH,2025-05-27,309319360637.78375,2938075745476.2847,10.53
ETH,2025-05-28,321357595434.52185,2949189050751.874,10.9
ETH,2025-05-29,323119009777.13904,2919534964901.2603,11.07
ETH,2025-05-30,317891224562.8813,2862831196635.7354,11.1
ETH,2025-05-31,304659964725.2192,2793396363893.3896,10.91
ETH,2025-06-01,305718505778.76434,2810751363640.922,10.88
ETH,2025-06-02,306561765778.2403,2834836014349.781,10.81
ETH,2025-06-03,314999579353.95825,2849098288512.6475,11.06
ETH,2025-06-04,313315832347.0171,2839138429235.163,11.04
ETH,2025-06-05,315159803382.89014,2823528844087.49,11.16
ETH,2025-06-06,292341916400.9464,2717170441980.0845,10.76
ETH,2025-06-07,299560106673.7574,2789709727996.4404,10.74
ETH,2025-06-08,304953508465.0457,2826719759297.8965,10.79
ETH,2025-06-09,302870081038.261,2830871308241.868,10.7
ETH,2025-06-10,324315565109.11993,2959752462299.9756,10.96
ETH,2025-06-11,339012253954.4242,2977409379658.1846,11.39
ETH,2025-06-12,334990282503.402,2934781549699.7764,11.41
ETH,2025-06-13,320595535562.5316,2853314158474.767,11.24
ETH,2025-06-14,311111352117.7261,2836859676827.5615,10.97
ETH,2025-06-15,306048481935.1591,2815536434619.983,10.87
ETH,2025-06-16,307537228689.2678,2824803871076.799,10.89
ETH,2025-06-17,309982828015.90594,2863029363611.232,10.83
ETH,2025-06-18,303697873489.69434,2797699317033.061,10.86
ETH,2025-06-19,304290652058.44,2796983307306.386,10.88
ETH,2025-06-20,304481216643.1207,2796793466525.705,10.89
ETH,2025-06-21,290401843920.2328,2744539888808.6807,10.58
ETH,2025-06-22,273839538572.25955,2676756683299.4785,10.23
ETH,2025-06-23,268777741291.43988,2654795730955.2124,10.12
ETH,2025-06-24,292612668627.3885,2798530957432.1714,10.46
ETH,2025-06-25,295402538889.65454,2813524460205.748,10.5
ETH,2025-06-26,291827501114.87933,2832622720182.7485,10.3
ETH,2025-06-27,291547094716.2168,2817557369030.1865,10.35
ETH,2025-06-28,292419308271.8665,2825804695716.4746,10.35
ETH,2025-06-29,294208600645.2538,2842361091550.36,10.35
ETH,2025-06-30,302158279316.21674,2878012829847.57,10.5
ETH,2025-07-01,300388851494.49866,2852987162878.861,10.53
ETH,2025-07-02,290294455719.4809,2798391998871.1055,10.37
ETH,2025-07-03,310930535640.4307,2898267013212.713,10.73
ETH,2025-07-04,312621047413.045,2919238474680.645,10.71
ETH,2025-07-05,302827514359.61035,2868181476725.051,10.56
ETH,2025-07-06,304028836772.5733,2873897889289.9385,10.58
ETH,2025-07-07,310345645222.7514,2908285912701.55,10.67
ETH,2025-07-08,307013209348.5054,2884014232597.7705,10.65
ETH,2025-07-09,315738597830.34283,2911371133855.0195,10.85
ETH,2025-07-10,335050165487.70404,2993562467456.2812,11.19
ETH,2025-07-11,355346738000.49475,3123377729201.207,11.38
ETH,2025-07-12,357144054434.9151,3176063999472.7056,11.24
ETH,2025-07-13,355216449018.5163,3168674956522.9126,11.21
ETH,2025-07-14,359110100026.3572,3216086829246.506,11.17
ETH,2025-07-15,363606274489.50854,3243370943662.0625,11.21
ETH,2025-07-16,378233206915.81635,3216613299513.3706,11.76
ETH,2025-07-17,406599729410.5382,3285641470709.531,12.38
ETH,2025-07-18,420347293649.25085,3347688771512.5747,12.56
ETH,2025-07-19,427841866746.5711,3324543057199.8887,12.87
ETH,2025-07-20,433877664505.94135,3331718168132.751,13.02
ETH,2025-07-21,453825859015.21515,3354318223742.2876,13.53
ETH,2025-07-22,454513156113.6638,3375105231619.9707,13.47
ETH,2025-07-23,452355960897.77356,3426579043334.85,13.2
ETH,2025-07-24,438111570682.8548,3341205627165.562,13.11
ETH,2025-07-25,447620332487.87305,3336741977438.7236,13.41
ETH,2025-07-26,449379722345.43585,3329396189278.634,13.5
ETH,2025-07-27,451746443518.379,3343822646766.9062,13.51
ETH,2025-07-28,466077664312.2753,3402953702910.6904,13.7
ETH,2025-07-29,457680388920.6686,3348950486975.761,13.67
ETH,2025-07-30,457213828532.1186,3341024233268.6553,13.68
ETH,2025-07-31,459449027043.4022,3333382332769.9414,13.78
ETH,2025-08-01,446264222707.4442,3265768964903.8486,13.66
ETH,2025-08-02,420327732498.14484,3173856768923.555,13.24
ETH,2025-08-03,410229849339.571,3131203473093.313,13.1
ETH,2025-08-04,422223994717.4719,3193777601045.048,13.22
ETH,2025-08-05,448517239894.4303,3258750494592.4526,13.76
ETH,2025-08-06,436373875222.1905,3210521628099.252,13.59
ETH,2025-08-07,444737780081.9074,3244648717837.523,13.71
ETH,2025-08-08,471838906504.6792,3353479231094.7236,14.07
ETH,2025-08-09,484483868122.1773,3354537937882.151,14.44
ETH,2025-08-10,514414914903.2612,3383719904755.577,15.2
ETH,2025-08-11,513073639261.6181,3436526874368.7686,14.93
ETH,2025-08-12,510225780028.6237,3412810710456.1895,14.95
ETH,2025-08-13,556502855391.5187,3518030755073.7124,15.82
ETH,2025-08-14,575091067506.1215,3617718963349.9785,15.9
ETH,2025-08-15,551514703070.4648,3471156663780.229,15.89
ETH,2025-08-16,534578587192.13434,3423591487014.9956,15.61
ETH,2025-08-17,534150282399.6513,3432769171572.1753,15.56
ETH,2025-08-18,541923097741.9142,3450252139657.847,15.71
ETH,2025-08-19,520793172158.0575,3387912824510.568,15.37
ETH,2025-08-20,491872355111.46844,3263989849183.3887,15.07
ETH,2025-08-21,523004794309.38104,3349351861991.1177,15.62
ETH,2025-08-22,509951239220.54224,3279750064095.424,15.55
ETH,2025-08-23,582817007170.4178,3487146938114.2153,16.71
ETH,2025-08-24,576242312916.0488,3447156934071.482,16.72
ETH,2025-08-25,577227233251.8729,3409689153185.875,16.93
ETH,2025-08-26,529509245849.7141,3258961088760.7305,16.25
ETH,2025-08-27,555061696726.733,3340422261274.601,16.62
ETH,2025-08-28,543608856125.4653,3312518443172.809,16.41
ETH,2025-08-29,543249516158.12427,3346904010064.052,16.23
ETH,2025-08-30,526830870964.3115,3230199024544.657,16.31
ETH,2025-08-31,527539496668.2519,3234930760403.526,16.31
ETH,2025-09-01,529740073153.04834,3221882483773.841,16.44
ETH,2025-09-02,519534784996.7176,3222268096838.0117,16.12
ETH,2025-09-03,521450862214.85895,3280743300858.426,15.89
ETH,2025-09-04,537549763927.1384,3312238036597.6357,16.23
ETH,2025-09-05,519319443328.1493,3259908205690.528,15.93
ETH,2025-09-06,519830732357.0378,3264944134665.8647,15.92
ETH,2025-09-07,515852185188.91895,3249088938907.546,15.88
ETH,2025-09-08,519663340480.02106,3286990613905.536,15.81
ETH,2025-09-09,519912892077.1541,3318811519326.266,15.67
ETH,2025-09-10,520461727067.3641,3311421153165.413,15.72
ETH,2025-09-11,524803924739.0028,3376406440991.243,15.54
ETH,2025-09-12,538261336997.6129,3430550945120.0083,15.69
ETH,2025-09-13,567724477218.3574,3493300897596.355,16.25
ETH,2025-09-14,563397805739.7904,3489903041268.329,16.14
ETH,2025-09-15,556354045428.2224,3457866560175.0234,16.09
ETH,2025-09-16,545926863107.31946,3437717987780.358,15.88
ETH,2025-09-17,543407922913.00836,3473617900433.6504,15.64
ETH,2025-09-18,554600592896.1794,3498640534672.295,15.85
ETH,2025-09-19,554210013387.6136,3513333219912.8135,15.77
ETH,2025-09-20,539242810184.06946,3450967026042.4946,15.63
ETH,2025-09-21,540941822331.27405,3462686480308.11,15.62
ETH,2025-09-22,537406899904.3973,3447640044312.762,15.59
ETH,2025-09-23,507148578276.2705,3333719613305.807,15.21
ETH,2025-09-24,503209949445.43353,3313319095842.7124,15.19
