type,date,market_cap,total_daily_mcap,daily_%_mcap
Altcoin,2024-10-03,238383602395.5491,1721657292888.2283,13.85
Altcoin,2024-10-04,235514664484.60593,1718607862392.4868,13.7
Altcoin,2024-10-05,242923244991.00418,1760514989203.4893,13.8
Altcoin,2024-10-06,243119646896.23694,1760587873590.0142,13.81
Altcoin,2024-10-07,247565089777.24,1782915657116.8303,13.89
Altcoin,2024-10-08,245583363165.50665,1768287865518.6335,13.89
Altcoin,2024-10-09,246941137764.9968,1770848873138.8408,13.94
Altcoin,2024-10-10,242463457030.25412,1725284498246.1128,14.05
Altcoin,2024-10-11,240589217589.60892,1716833518839.5625,14.01
Altcoin,2024-10-12,248502913541.70264,1775022755066.0137,14.0
Altcoin,2024-10-13,251158990481.94498,1798443796764.3823,13.97
Altcoin,2024-10-14,250605408822.721,1788825016333.6782,14.01
Altcoin,2024-10-15,259964191695.92975,1882501300510.272,13.81
Altcoin,2024-10-16,257837461060.2024,1894828153822.047,13.61
Altcoin,2024-10-17,260050491886.51233,1911789994013.8296,13.6
Altcoin,2024-10-18,256199622910.94223,1899781984841.3564,13.49
Altcoin,2024-10-19,262287206035.61835,1934074711372.711,13.56
Altcoin,2024-10-20,264751161332.41992,1935668864909.7383,13.68
Altcoin,2024-10-21,269811372763.08005,1962320695126.2417,13.75
Altcoin,2024-10-22,268213163378.72635,1921411835249.7927,13.96
Altcoin,2024-10-23,266639479692.43112,1913353301418.4548,13.94
Altcoin,2024-10-24,265960409816.77017,1888004516673.7036,14.09
Altcoin,2024-10-25,271109050932.6786,1924013280091.6519,14.09
Altcoin,2024-10-26,255511180284.27808,1860084289625.9673,13.74
Altcoin,2024-10-27,262809055127.32294,1886519606219.4763,13.93
Altcoin,2024-10-28,267942601432.28156,1912949396369.1382,14.01
Altcoin,2024-10-29,273630663102.58176,1963266113669.3064,13.94
Altcoin,2024-10-30,279661963546.9438,2036606288721.1953,13.73
Altcoin,2024-10-31,275288406424.8646,2026499346928.0513,13.58
Altcoin,2024-11-01,265515506158.4536,1958615058900.0786,13.56
Altcoin,2024-11-02,264363086303.57907,1941683803168.937,13.62
Altcoin,2024-11-03,262394048647.1808,1932883447566.558,13.58
Altcoin,2024-11-04,257196347965.96027,1915578859972.7903,13.43
Altcoin,2024-11-05,253085706243.11462,1881695255997.5378,13.45
Altcoin,2024-11-06,262784483501.13892,1925428814277.8486,13.65
Altcoin,2024-11-07,286241709871.6813,2110081994219.2407,13.57
Altcoin,2024-11-08,293486633227.6265,2144748423382.3257,13.68
Altcoin,2024-11-09,299201785734.7186,2169733511527.0942,13.79
Altcoin,2024-11-10,310011804734.0557,2206424896160.584,14.05
Altcoin,2024-11-11,330407511180.57294,2305397181679.004,14.33
Altcoin,2024-11-12,356976290387.4365,2521058823127.6963,14.16
Altcoin,2024-11-13,358308989980.75024,2491655647876.618,14.38
Altcoin,2024-11-14,357580887200.0543,2532639266192.0625,14.12
Altcoin,2024-11-15,351923270755.42847,2446205219166.29,14.39
Altcoin,2024-11-16,373356710910.25574,2545120674825.685,14.67
Altcoin,2024-11-17,387512603786.21075,2554832398745.8945,15.17
Altcoin,2024-11-18,392855494075.3107,2539968217956.729,15.47
Altcoin,2024-11-19,400758039920.6862,2577805191899.982,15.55
Altcoin,2024-11-20,400553798120.9809,2600675011512.7427,15.4
Altcoin,2024-11-21,397795823089.719,2630680847732.7886,15.12
Altcoin,2024-11-22,420650432698.6507,2774219033906.819,15.16
Altcoin,2024-11-23,449156206979.5435,2808035062496.705,16.0
Altcoin,2024-11-24,456107000578.4239,2795811130423.121,16.31
Altcoin,2024-11-25,454794907007.4136,2799960242756.335,16.24
Altcoin,2024-11-26,429729259264.94934,2679832525991.9927,16.04
Altcoin,2024-11-27,424630340041.6749,2645327115829.947,16.05
Altcoin,2024-11-28,445295642636.6404,2786017037293.5737,15.98
Altcoin,2024-11-29,447618426629.85297,2771123551155.213,16.15
Altcoin,2024-11-30,473018790531.24817,2833206171612.853,16.7
Altcoin,2024-12-01,478065226159.6978,2834939562095.496,16.86
Altcoin,2024-12-02,502905960670.90704,2875378892013.0015,17.49
Altcoin,2024-12-03,527254537854.61957,2862657432831.443,18.42
Altcoin,2024-12-04,550180997826.147,2887794371345.8794,19.05
Altcoin,2024-12-05,531423027779.88403,2951189443008.7114,18.01
Altcoin,2024-12-06,530806456663.29047,2908616229285.3413,18.25
Altcoin,2024-12-07,548292606070.2924,3010105082277.9263,18.22
Altcoin,2024-12-08,563264027660.5099,3019892295836.948,18.65
Altcoin,2024-12-09,566280441770.3928,3053162307556.725,18.55
Altcoin,2024-12-10,498091960568.83563,2870710922646.4526,17.35
Altcoin,2024-12-11,499727453540.2832,2849592859082.553,17.54
Altcoin,2024-12-12,526720997149.96344,2989543367695.0205,17.62
Altcoin,2024-12-13,530589837968.0199,2976639083736.7163,17.83
Altcoin,2024-12-14,536725908350.6589,3012601837258.031,17.82
Altcoin,2024-12-15,527622967923.84863,3000982629286.3584,17.58
Altcoin,2024-12-16,539815931605.94336,3092626993522.291,17.45
Altcoin,2024-12-17,536380097092.9568,3114780832118.3594,17.22
Altcoin,2024-12-18,536416894851.6766,3104555184214.576,17.28
Altcoin,2024-12-19,492830191978.57654,2915008637745.5503,16.91
Altcoin,2024-12-20,471777203059.1862,2822658126718.0933,16.71
Altcoin,2024-12-21,478125940415.47864,2828061312585.8594,16.91
Altcoin,2024-12-22,464113309856.8661,2788196100445.483,16.65
Altcoin,2024-12-23,456773418984.80774,2736357224758.7886,16.69
Altcoin,2024-12-24,478288401134.81165,2764624407972.0254,17.3
Altcoin,2024-12-25,490851609497.8133,2862733493568.609,17.15
Altcoin,2024-12-26,487215340625.42255,2874726044381.1416,16.95
Altcoin,2024-12-27,463768530070.56287,2759551218812.8975,16.81
Altcoin,2024-12-28,460742871410.7279,2729157175064.0825,16.88
Altcoin,2024-12-29,477041139450.18353,2772049268592.611,17.21
Altcoin,2024-12-30,461217081845.72,2720549337460.2856,16.95
Altcoin,2024-12-31,459352208737.489,2697171547662.34,17.03
Altcoin,2025-01-01,459255534462.2457,2713068388978.674,16.93
Altcoin,2025-01-02,482469514563.5019,2755037213849.4414,17.51
Altcoin,2025-01-03,499655907548.1603,2832861472603.886,17.64
Altcoin,2025-01-04,523294578883.1995,2900419915985.5635,18.04
Altcoin,2025-01-05,524633791878.62964,2912362084844.9834,18.01
Altcoin,2025-01-06,519450274653.43805,2905882884655.526,17.88
Altcoin,2025-01-07,527449027635.197,2996289575898.7207,17.6
Altcoin,2025-01-08,491267464690.0506,2817368761304.5903,17.44
Altcoin,2025-01-09,490744139369.78455,2776659989416.036,17.67
Altcoin,2025-01-10,469645446470.7901,2690903365820.2046,17.45
Altcoin,2025-01-11,480930417781.76263,2751868424581.6143,17.48
Altcoin,2025-01-12,497850221066.2047,2767975536305.3745,17.99
Altcoin,2025-01-13,489468049291.9652,2752982280687.2188,17.78
Altcoin,2025-01-14,485382515553.0278,2733635390906.863,17.76
Altcoin,2025-01-15,502679148007.89374,2803770226902.391,17.93
Altcoin,2025-01-16,555801439718.251,2957691296142.1772,18.79
Altcoin,2025-01-17,561311507793.1605,2940834458791.366,19.09
Altcoin,2025-01-18,581295183748.8013,3064174759410.6724,18.97
Altcoin,2025-01-19,592735867003.1816,3058648200812.629,19.38
Altcoin,2025-01-20,552074913971.0542,2955594437081.427,18.68
Altcoin,2025-01-21,554658821429.3766,2965569028887.0664,18.7
Altcoin,2025-01-22,570316041858.8794,3069280472166.7817,18.58
Altcoin,2025-01-23,571693466553.9896,3016065466810.837,18.95
Altcoin,2025-01-24,564564573754.955,3028472751705.6045,18.64
Altcoin,2025-01-25,560455419744.363,3035554914580.6094,18.46
Altcoin,2025-01-26,565215044840.8516,3043290611645.758,18.57
Altcoin,2025-01-27,543602323980.54913,2969985209917.813,18.3
Altcoin,2025-01-28,541991543119.55475,2943508153888.694,18.41
Altcoin,2025-01-29,529853415877.75964,2907458375016.0303,18.22
Altcoin,2025-01-30,536176140968.5815,2968332509305.038,18.06
Altcoin,2025-01-31,552665119693.8801,3020935152806.2856,18.29
Altcoin,2025-02-01,542426347110.6785,2967840712013.2734,18.28
Altcoin,2025-02-02,512964487277.7984,2886228275016.5083,17.77
Altcoin,2025-02-03,464819409245.57983,2742601903351.5547,16.95
Altcoin,2025-02-04,486546512002.6707,2844488281155.666,17.1
Altcoin,2025-02-05,459267688981.5948,2731893071012.3784,16.81
Altcoin,2025-02-06,440809301788.25964,2689222221492.023,16.39
Altcoin,2025-02-07,430912947279.25134,2669763215463.565,16.14
Altcoin,2025-02-08,436238014409.9139,2663170631558.254,16.38
Altcoin,2025-02-09,449292892600.06915,2681263589038.75,16.76
Altcoin,2025-02-10,446607950575.3807,2677046397404.0703,16.68
Altcoin,2025-02-11,452101738827.10065,2703556235220.6606,16.72
Altcoin,2025-02-12,457056622021.5216,2669788747176.916,17.12
Altcoin,2025-02-13,471568610995.55725,2737903588722.9956,17.22
Altcoin,2025-02-14,469716510545.0466,2706615680381.7095,17.35
Altcoin,2025-02-15,483607338575.9528,2743663250810.4937,17.63
Altcoin,2025-02-16,481640787205.425,2740574444347.2407,17.57
Altcoin,2025-02-17,477042798439.3748,2702584193718.7505,17.65
Altcoin,2025-02-18,466440195055.97864,2695902478936.856,17.3
Altcoin,2025-02-19,448158438693.2998,2662549265921.56,16.83
Altcoin,2025-02-20,461441688648.06433,2703027776494.38,17.07
Altcoin,2025-02-21,466497991831.8355,2747391618554.255,16.98
Altcoin,2025-02-22,448878932867.4963,2675445403825.4346,16.78
Altcoin,2025-02-23,456644995366.51984,2705287183131.1396,16.88
Altcoin,2025-02-24,452048430779.34827,2702387105568.966,16.73
Altcoin,2025-02-25,400853102342.80646,2516799221943.2925,15.93
Altcoin,2025-02-26,407814580763.3076,2468629590794.187,16.52
Altcoin,2025-02-27,389722288886.91907,2334705269455.899,16.69
Altcoin,2025-02-28,392255768043.7787,2349747223251.729,16.69
Altcoin,2025-03-01,390962051347.17426,2335232960072.6777,16.74
Altcoin,2025-03-02,396571158312.701,2368959191951.7666,16.74
Altcoin,2025-03-03,486543712438.3539,2658171535662.6123,18.3
Altcoin,2025-03-04,407436690270.53253,2374747541138.6304,17.16
Altcoin,2025-03-05,417014452042.9625,2410261900955.1636,17.3
Altcoin,2025-03-06,426595908068.3965,2494793020133.933,17.1
Altcoin,2025-03-07,426806201287.1771,2474862203713.9297,17.25
Altcoin,2025-03-08,407058478970.8716,2385394914499.9575,17.06
Altcoin,2025-03-09,400447358212.9103,2374182831995.8364,16.87
Altcoin,2025-03-10,370608615892.85297,2215980924949.9014,16.72
Altcoin,2025-03-11,351914456920.3664,2142175101008.3906,16.43
Altcoin,2025-03-12,369490172169.0408,2244512526356.291,16.46
Altcoin,2025-03-13,378938140609.3368,2271884538556.786,16.68
Altcoin,2025-03-14,375867717718.90234,2209003958388.9585,17.02
Altcoin,2025-03-15,392368836885.66876,2288571313216.508,17.14
Altcoin,2025-03-16,401788135214.2636,2309931720742.0957,17.39
Altcoin,2025-03-17,383962542764.8404,2250323653462.8438,17.06
Altcoin,2025-03-18,394740340860.76385,2295264935024.601,17.2
Altcoin,2025-03-19,390118019323.7271,2265848454845.256,17.22
Altcoin,2025-03-20,413990157838.5338,2383989376698.0024,17.37
Altcoin,2025-03-21,401262746859.3259,2312797671016.3105,17.35
Altcoin,2025-03-22,398103836525.693,2301833039215.8794,17.3
Altcoin,2025-03-23,396529692802.1321,2297857391626.369,17.26
Altcoin,2025-03-24,403048584857.8795,2346462433445.407,17.18
Altcoin,2025-03-25,413281723866.12103,2396645710071.881,17.24
Altcoin,2025-03-26,417333247364.52313,2402106240467.076,17.37
Altcoin,2025-03-27,405825690556.561,2373027815401.8955,17.1
Altcoin,2025-03-28,409816125036.5778,2381126811959.5396,17.21
Altcoin,2025-03-29,388948652246.20496,2290915698118.557,16.98
Altcoin,2025-03-30,376139807138.24713,2237067467012.2764,16.81
Altcoin,2025-03-31,374067934966.6832,2225849052692.9185,16.81
Altcoin,2025-04-01,372899969382.92786,2227884590989.7285,16.74
Altcoin,2025-04-02,381009230907.6158,2301642881664.2896,16.55
Altcoin,2025-04-03,361810682536.51843,2215837014500.905,16.33
Altcoin,2025-04-04,364297388620.727,2236596890751.917,16.29
Altcoin,2025-04-05,373375184633.65356,2256535941115.6387,16.55
Altcoin,2025-04-06,371249948085.61615,2245227162492.732,16.54
Altcoin,2025-04-07,335739974498.9677,2081360821777.4492,16.13
Altcoin,2025-04-08,337522933466.83636,2107495642637.9026,16.02
Altcoin,2025-04-09,326128336086.6544,2018666956989.5112,16.16
Altcoin,2025-04-10,362671901862.3024,2203862827221.328,16.46
Altcoin,2025-04-11,351502648847.01556,2115473085064.4958,16.62
Altcoin,2025-04-12,363853683343.21564,2208908228001.061,16.47
Altcoin,2025-04-13,383179709344.15845,2275476802973.849,16.84
Altcoin,2025-04-14,374586516656.0141,2225892360517.66,16.83
Altcoin,2025-04-15,375354624550.2928,2248884218309.309,16.69
Altcoin,2025-04-16,367607179046.04004,2220193239194.498,16.56
Altcoin,2025-04-17,370693666425.6381,2231611069250.804,16.61
Altcoin,2025-04-18,373699379867.7481,2251061828742.1685,16.6
Altcoin,2025-04-19,373401883250.16833,2241640778225.595,16.66
Altcoin,2025-04-20,379072172690.48303,2264107816828.2324,16.74
Altcoin,2025-04-21,376623711524.2115,2257007248832.986,16.69
Altcoin,2025-04-22,378008840230.97095,2304089476820.5,16.41
Altcoin,2025-04-23,404829271619.4857,2475999695177.455,16.35
Altcoin,2025-04-24,405896274785.7483,2481129297022.554,16.36
Altcoin,2025-04-25,408499762642.96967,2486391157419.8926,16.43
Altcoin,2025-04-26,405722896046.03656,2503799383739.887,16.2
Altcoin,2025-04-27,407061918803.5012,2506024399501.397,16.24
Altcoin,2025-04-28,408156626422.7336,2487462375751.069,16.41
Altcoin,2025-04-29,411508662732.232,2515840165956.2593,16.36
Altcoin,2025-04-30,404400739471.4088,2491816070459.5317,16.23
Altcoin,2025-05-01,402183300494.824,2490156997541.002,16.15
Altcoin,2025-05-02,407808652746.8785,2544662645495.823,16.03
Altcoin,2025-05-03,406139924122.9461,2551660712288.3755,15.92
Altcoin,2025-05-04,402431161105.46655,2528820998284.063,15.91
Altcoin,2025-05-05,394453549603.97015,2485482260687.8687,15.87
Altcoin,2025-05-06,396725405520.57056,2499006588309.7295,15.88
Altcoin,2025-05-07,399413642564.9614,2542363359184.12,15.71
Altcoin,2025-05-08,397863088529.84515,2543567225089.536,15.64
Altcoin,2025-05-09,434207543843.2151,2747086295911.8525,15.81
Altcoin,2025-05-10,449031824299.0004,2776714986356.6133,16.17
Altcoin,2025-05-11,469961372167.852,2859189533393.343,16.44
Altcoin,2025-05-12,455329775454.6446,2823716991489.5234,16.13
Altcoin,2025-05-13,468817180543.0923,2814141277272.2974,16.66
Altcoin,2025-05-14,480416197500.9644,2872749420063.35,16.72
Altcoin,2025-05-15,468846151679.8877,2840666579099.5015,16.5
Altcoin,2025-05-16,449872600255.3237,2816948521225.2896,15.97
Altcoin,2025-05-17,449983074339.5274,2815328409265.3765,15.98
Altcoin,2025-05-18,442648284769.9581,2791756637934.764,15.86
Altcoin,2025-05-19,453970109747.89905,2855723221424.979,15.9
Altcoin,2025-05-20,448191691809.4166,2851754175567.544,15.72
Altcoin,2025-05-21,448522252801.93567,2875038120234.13,15.6
Altcoin,2025-05-22,461369859037.6056,2949143528652.825,15.64
Altcoin,2025-05-23,473321863514.3253,3008767900214.973,15.73
Altcoin,2025-05-24,450657067153.0323,2886291697191.5127,15.61
Altcoin,2025-05-25,455801360038.5925,2903710665557.234,15.7
Altcoin,2025-05-26,457771033407.17633,2928267517834.855,15.63
Altcoin,2025-05-27,455696528999.08234,2938075745476.2847,15.51
Altcoin,2025-05-28,460279568187.3447,2949189050751.874,15.61
Altcoin,2025-05-29,453073248235.8146,2919534964901.2603,15.52
Altcoin,2025-05-30,443591219378.54047,2862831196635.7354,15.49
Altcoin,2025-05-31,421905452190.1068,2793396363893.3896,15.1
Altcoin,2025-06-01,424565048566.3883,2810751363640.922,15.11
Altcoin,2025-06-02,427096176980.5653,2834836014349.781,15.07
Altcoin,2025-06-03,429869306063.75323,2849098288512.6475,15.09
Altcoin,2025-06-04,430528595606.6662,2839138429235.163,15.16
Altcoin,2025-06-05,425220201593.39343,2823528844087.49,15.06
Altcoin,2025-06-06,404534425586.7706,2717170441980.0845,14.89
Altcoin,2025-06-07,414974121121.2577,2789709727996.4404,14.88
Altcoin,2025-06-08,421212913930.34326,2826719759297.8965,14.9
Altcoin,2025-06-09,427346457804.1368,2830871308241.868,15.1
Altcoin,2025-06-10,443559415959.9088,2959752462299.9756,14.99
Altcoin,2025-06-11,449047070297.42737,2977409379658.1846,15.08
Altcoin,2025-06-12,440261891922.87885,2934781549699.7764,15.0
Altcoin,2025-06-13,424806679143.9365,2853314158474.767,14.89
Altcoin,2025-06-14,417775237162.04333,2836859676827.5615,14.73
Altcoin,2025-06-15,412001411461.5536,2815536434619.983,14.63
Altcoin,2025-06-16,418767531834.90967,2824803871076.799,14.82
Altcoin,2025-06-17,425151065050.6083,2863029363611.232,14.85
Altcoin,2025-06-18,413033322566.4177,2797699317033.061,14.76
Altcoin,2025-06-19,411014922986.2608,2796983307306.386,14.69
Altcoin,2025-06-20,410956970009.1763,2796793466525.705,14.69
Altcoin,2025-06-21,400017799280.2395,2744539888808.6807,14.58
Altcoin,2025-06-22,385501178031.6909,2676756683299.4785,14.4
Altcoin,2025-06-23,380838219892.0379,2654795730955.2124,14.35
Altcoin,2025-06-24,408177055218.1909,2798530957432.1714,14.59
Altcoin,2025-06-25,411011568886.2902,2813524460205.748,14.61
Altcoin,2025-06-26,408654071698.8678,2832622720182.7485,14.43
Altcoin,2025-06-27,398718174559.04016,2817557369030.1865,14.15
Altcoin,2025-06-28,404364820058.64856,2825804695716.4746,14.31
Altcoin,2025-06-29,413912490975.4477,2842361091550.36,14.56
Altcoin,2025-06-30,420671384041.54034,2878012829847.57,14.62
Altcoin,2025-07-01,422126722192.7812,2852987162878.861,14.8
Altcoin,2025-07-02,408009980073.69244,2798391998871.1055,14.58
Altcoin,2025-07-03,423501105802.1845,2898267013212.713,14.61
Altcoin,2025-07-04,426952896047.66565,2919238474680.645,14.63
Altcoin,2025-07-05,416752249458.0974,2868181476725.051,14.53
Altcoin,2025-07-06,417524961127.71106,2873897889289.9385,14.53
Altcoin,2025-07-07,426442764182.7512,2908285912701.55,14.66
Altcoin,2025-07-08,423223434601.8149,2884014232597.7705,14.67
Altcoin,2025-07-09,428583137967.93506,2911371133855.0195,14.72
Altcoin,2025-07-10,443301413400.1511,2993562467456.2812,14.81
Altcoin,2025-07-11,464738634200.969,3123377729201.207,14.88
Altcoin,2025-07-12,480307748076.047,3176063999472.7056,15.12
Altcoin,2025-07-13,477972529673.72375,3168674956522.9126,15.08
Altcoin,2025-07-14,487926362384.58813,3216086829246.506,15.17
Altcoin,2025-07-15,495938855498.7068,3243370943662.0625,15.29
Altcoin,2025-07-16,497156697757.634,3216613299513.3706,15.46
Altcoin,2025-07-17,515847101089.4163,3285641470709.531,15.7
Altcoin,2025-07-18,551104095099.0226,3347688771512.5747,16.46
Altcoin,2025-07-19,549535872828.7813,3324543057199.8887,16.53
Altcoin,2025-07-20,552442165841.2687,3331718168132.751,16.58
Altcoin,2025-07-21,566735076867.4084,3354318223742.2876,16.9
Altcoin,2025-07-22,583226578039.1754,3375105231619.9707,17.28
Altcoin,2025-07-23,586706320876.584,3426579043334.85,17.12
Altcoin,2025-07-24,543162181182.18256,3341205627165.562,16.26
Altcoin,2025-07-25,534357136607.85706,3336741977438.7236,16.01
Altcoin,2025-07-26,541160911934.4166,3329396189278.634,16.25
Altcoin,2025-07-27,545116730403.5005,3343822646766.9062,16.3
Altcoin,2025-07-28,560351199805.4014,3402953702910.6904,16.47
Altcoin,2025-07-29,541797200628.6239,3348950486975.761,16.18
Altcoin,2025-07-30,538683900716.4225,3341024233268.6553,16.12
Altcoin,2025-07-31,530215342016.8266,3333382332769.9414,15.91
Altcoin,2025-08-01,517305579771.28375,3265768964903.8486,15.84
Altcoin,2025-08-02,499919155466.00714,3173856768923.555,15.75
Altcoin,2025-08-03,480559640115.6305,3131203473093.313,15.35
Altcoin,2025-08-04,498751531060.5382,3193777601045.048,15.62
Altcoin,2025-08-05,517838098553.87115,3258750494592.4526,15.89
Altcoin,2025-08-06,502564497799.7054,3210521628099.252,15.65
Altcoin,2025-08-07,510615901226.95825,3244648717837.523,15.74
Altcoin,2025-08-08,543907465886.501,3353479231094.7236,16.22
Altcoin,2025-08-09,547027528686.6522,3354537937882.151,16.31
Altcoin,2025-08-10,550489132450.6356,3383719904755.577,16.27
Altcoin,2025-08-11,549355938269.2605,3436526874368.7686,15.99
Altcoin,2025-08-12,538524368754.5662,3412810710456.1895,15.78
Altcoin,2025-08-13,568673477936.5779,3518030755073.7124,16.16
Altcoin,2025-08-14,583732695091.29,3617718963349.9785,16.14
Altcoin,2025-08-15,559598223664.4922,3471156663780.229,16.12
Altcoin,2025-08-16,553722516562.6885,3423591487014.9956,16.17
Altcoin,2025-08-17,559153153104.316,3432769171572.1753,16.29
Altcoin,2025-08-18,567680717734.1051,3450252139657.847,16.45
Altcoin,2025-08-19,553562664824.047,3387912824510.568,16.34
Altcoin,2025-08-20,526697577856.1785,3263989849183.3887,16.14
Altcoin,2025-08-21,551875781837.5525,3349351861991.1177,16.48
Altcoin,2025-08-22,531677343125.31165,3279750064095.424,16.21
Altcoin,2025-08-23,578155127623.1855,3487146938114.2153,16.58
Altcoin,2025-08-24,574128541015.7318,3447156934071.482,16.66
Altcoin,2025-08-25,572798748808.6127,3409689153185.875,16.8
Altcoin,2025-08-26,534998130535.41864,3258961088760.7305,16.42
Altcoin,2025-08-27,558334868772.2754,3340422261274.601,16.71
Altcoin,2025-08-28,553654292757.35,3312518443172.809,16.71
Altcoin,2025-08-29,564231548219.0356,3346904010064.052,16.86
Altcoin,2025-08-30,543089502094.0603,3230199024544.657,16.81
Altcoin,2025-08-31,541225515790.093,3234930760403.526,16.73
Altcoin,2025-09-01,536447433931.19354,3221882483773.841,16.65
Altcoin,2025-09-02,528632805374.86176,3222268096838.0117,16.41
Altcoin,2025-09-03,546697217140.1126,3280743300858.426,16.66
Altcoin,2025-09-04,549322367078.264,3312238036597.6357,16.58
Altcoin,2025-09-05,536536826061.0529,3259908205690.528,16.46
Altcoin,2025-09-06,541067797678.2646,3264944134665.8647,16.57
Altcoin,2025-09-07,537948084519.05914,3249088938907.546,16.56
Altcoin,2025-09-08,553562794286.1504,3286990613905.536,16.84
Altcoin,2025-09-09,567135115022.2445,3318811519326.266,17.09
Altcoin,2025-09-10,568932648500.0016,3311421153165.413,17.18
Altcoin,2025-09-11,581361201599.526,3376406440991.243,17.22
Altcoin,2025-09-12,592525296466.7217,3430550945120.0083,17.27
Altcoin,2025-09-13,611229048438.0515,3493300897596.355,17.5
Altcoin,2025-09-14,616339197657.2484,3489903041268.329,17.66
Altcoin,2025-09-15,604053396502.3771,3457866560175.0234,17.47
Altcoin,2025-09-16,593813525168.4857,3437717987780.358,17.27
Altcoin,2025-09-17,604883045059.6779,3473617900433.6504,17.41
Altcoin,2025-09-18,622456261637.2244,3498640534672.295,17.79
Altcoin,2025-09-19,625417868293.1025,3513333219912.8135,17.8
Altcoin,2025-09-20,608255174189.6256,3450967026042.4946,17.63
Altcoin,2025-09-21,616372731470.5339,3462686480308.11,17.8
Altcoin,2025-09-22,612901059170.7196,3447640044312.762,17.78
Altcoin,2025-09-23,580641965718.683,3333719613305.807,17.42
Altcoin,2025-09-24,577415673740.6274,3313319095842.7124,17.43
BTC,2024-10-03,1198652098493.4897,1721657292888.2283,69.62
BTC,2024-10-04,1200491237695.5154,1718607862392.4868,69.85
BTC,2024-10-05,1226663492771.043,1760514989203.4893,69.68
BTC,2024-10-06,1226761949791.163,1760587873590.0142,69.68
BTC,2024-10-07,1241834324867.657,1782915657116.8303,69.65
BTC,2024-10-08,1231091696620.0955,1768287865518.6335,69.62
BTC,2024-10-09,1229717180592.4397,1770848873138.8408,69.44
BTC,2024-10-10,1197736450280.4102,1725284498246.1128,69.42
BTC,2024-10-11,1189691671375.1472,1716833518839.5625,69.3
BTC,2024-10-12,1233357176570.333,1775022755066.0137,69.48
BTC,2024-10-13,1249002272717.2275,1798443796764.3823,69.45
BTC,2024-10-14,1241241970951.0295,1788825016333.6782,69.39
BTC,2024-10-15,1306085613997.8015,1882501300510.272,69.38
BTC,2024-10-16,1323774576161.621,1894828153822.047,69.86
BTC,2024-10-17,1337304399194.887,1911789994013.8296,69.95
BTC,2024-10-18,1330387728623.8188,1899781984841.3564,70.03
BTC,2024-10-19,1353541799303.4875,1934074711372.711,69.98
BTC,2024-10-20,1351942347611.1997,1935668864909.7383,69.84
BTC,2024-10-21,1362381684459.9053,1962320695126.2417,69.43
BTC,2024-10-22,1332326858574.4448,1921411835249.7927,69.34
BTC,2024-10-23,1331426858508.4004,1913353301418.4548,69.59
BTC,2024-10-24,1318285437546.2786,1888004516673.7036,69.82
BTC,2024-10-25,1347888109010.5889,1924013280091.6519,70.06
BTC,2024-10-26,1313975091942.221,1860084289625.9673,70.64
BTC,2024-10-27,1325192118637.2595,1886519606219.4763,70.25
BTC,2024-10-28,1343350549900.1233,1912949396369.1382,70.22
BTC,2024-10-29,1380874923096.4146,1963266113669.3064,70.34
BTC,2024-10-30,1439310420089.3665,2036606288721.1953,70.67
