price,market_cap,vol_24hr,date,ticker,type,daily_return,rolling_returns
2.2089170454344824,129205378828.50716,1739910937.9821632,2025-05-03,XRP,Altcoin,-0.24348354107122105,0.16986340173229308
2.188707355411367,128054986434.6052,1214767487.7877498,2025-05-04,XRP,Altcoin,-0.9149139423269004,-0.01288792489886083
2.1580623583353407,126191990501.91487,1372805879.5778592,2025-05-05,XRP,Altcoin,-1.4001413665586493,-0.6260446352553538
2.1371617409153263,125040025715.65521,2194829695.4970164,2025-05-06,XRP,Altcoin,-0.968489966904218,-1.013127548864673
2.1553467775958843,126104946148.98138,2048616981.3491316,2025-05-07,XRP,Altcoin,0.8508966042396704,-0.542964882661005
2.1289110212370352,124559831965.93013,3559099566.438218,2025-05-08,XRP,Altcoin,-1.2265198637008257,-0.42182217270348893
2.318857034757937,135698075505.87671,4731256282.308641,2025-05-09,XRP,Altcoin,8.922214767366409,0.7170803844348944
2.34260418658349,137157723819.54608,6008731144.741504,2025-05-10,XRP,Altcoin,1.0240886552987494,0.8981621267734615
2.465515991652043,144193513526.4072,4343182682.254746,2025-05-11,XRP,Altcoin,5.246802074908374,1.7784072720927866
2.3665185406774456,138618419781.15787,3957902320.317386,2025-05-12,XRP,Altcoin,-4.015283263616687,1.404815572513067
2.5407166812994824,148849179940.72635,10787624520.70423,2025-05-13,XRP,Altcoin,7.360945525158247,2.5947349285219903
2.5882656119238727,151577986548.9196,6137110174.707251,2025-05-14,XRP,Altcoin,1.871477090474749,2.740532140841288
2.552660064054796,149428679555.88635,4956660171.954109,2025-05-15,XRP,Altcoin,-1.3756527809605568,2.7192274383756114
2.3780203600308965,139404660869.70312,5285627666.563696,2025-05-16,XRP,Altcoin,-6.841479070522672,0.4672711758200285
2.387491166631724,139986244266.36224,3668091279.885704,2025-05-17,XRP,Altcoin,0.39826431934772977,0.3778676992555971
2.352615765613394,137901408638.97586,2378581122.524433,2025-05-18,XRP,Altcoin,-1.4607551854330825,-0.5803547665074681
2.4178990437197814,141620424382.77466,2871045382.6763167,2025-05-19,XRP,Altcoin,2.774923090314574,0.3896747126255691
2.3808727609208282,139572032487.0291,3326769717.093891,2025-05-20,XRP,Altcoin,-1.5313411407777644,-0.8806519539367181
2.356578233921423,138242427979.4986,2736702822.998838,2025-05-21,XRP,Altcoin,-1.0204042567150462,-1.2937778606781174
2.4028996266349396,141104708088.64645,3857208347.067667,2025-05-22,XRP,Altcoin,1.9656208330684821,-0.8164530586739691
2.4284164339274192,142497452230.75037,3423292472.9337497,2025-05-23,XRP,Altcoin,1.0619173189607478,0.3126035683950908
2.2991928362328755,135209260273.52768,3803614983.5157166,2025-05-24,XRP,Altcoin,-5.321311282906837,-0.5044786604984187
2.3319094660057416,136856085709.11539,1372961335.2188973,2025-05-25,XRP,Altcoin,1.42296153925352,-0.0925191284003327
2.3405861862412927,137358561276.94505,1905275005.1451297,2025-05-26,XRP,Altcoin,0.372086496583135,-0.4357814989333954
2.3082922649115565,135464456690.66678,1661784737.5361876,2025-05-27,XRP,Altcoin,-1.3797364745451457,-0.4141236894715927
2.3186677687774426,136063470027.7747,2048276738.5749948,2025-05-28,XRP,Altcoin,0.4494883088941748,-0.204139037241704
2.2746048552552507,133537852092.5528,2074053702.379202,2025-05-29,XRP,Altcoin,-1.9003547690415679,-0.7564212661145683
2.2505538163676135,132132467347.38953,2179459280.652964,2025-05-30,XRP,Altcoin,-1.0573721775045675,-1.0591769084667562
2.1423194738068942,125892164966.56429,3372833929.9944954,2025-05-31,XRP,Altcoin,-4.809231477761733,-0.9860226505888842
2.177000081626197,127925904411.56554,2268132685.3159456,2025-06-01,XRP,Altcoin,1.618834550277204,-0.958040791871215
2.1802830722675224,128150107940.42342,1521954083.381058,2025-06-02,XRP,Altcoin,0.15080342297797422,-0.9896526595290951
2.2004265864927537,129301420887.84296,1856646284.2520795,2025-06-03,XRP,Altcoin,0.9238944466179788,-0.6605625279343631
2.2486280245071963,132150735303.62874,2193921747.996483,2025-06-04,XRP,Altcoin,2.190549701150024,-0.41183947189781317
2.202322198067478,129408473711.78876,1714810311.215842,2025-06-05,XRP,Altcoin,-2.0592924189791972,-0.43454485046033164
2.0970164299223453,123342049733.6962,2893388349.562232,2025-06-06,XRP,Altcoin,-4.781578655363772,-0.9665743472973608
2.163852346114403,127281615711.7592,1854390911.9791367,2025-06-07,XRP,Altcoin,3.187190869769796,0.1757717023500005
2.1779065492597427,128119087930.23564,953843043.4304752,2025-06-08,XRP,Altcoin,0.6494991754209423,0.03729522022767741
2.2629632981656744,133080974653.21156,2297445951.3852534,2025-06-09,XRP,Altcoin,3.905436114090488,0.5736713189580366
2.321075765224377,136535438437.44032,2774696976.06667,2025-06-10,XRP,Altcoin,2.5679809790025265,0.8085408235844005
2.305016386019404,135601731484.23772,2612062557.9833493,2025-06-11,XRP,Altcoin,-0.6918937953505622,0.39676318122717386
2.2701428874939213,133437196298.07864,2624047756.9494534,2025-06-12,XRP,Altcoin,-1.5129392891521598,0.47481362834532215
2.1954298391805,129189732814.77596,2202653947.4050665,2025-06-13,XRP,Altcoin,-3.291116551518014,0.6877367860375733
2.148866270593598,126534557978.46504,3949716840.388356,2025-06-14,XRP,Altcoin,-2.120931753586941,-0.07056644587053196
2.141891800480294,126263429802.95172,1687489656.576244,2025-06-15,XRP,Altcoin,-0.3245651071333455,-0.2097184862354302
2.166318490313782,127577707973.1105,1231293467.1767986,2025-06-16,XRP,Altcoin,1.140425946259782,-0.6047199387826739
2.255537416572947,133168717149.84471,4466552529.620607,2025-06-17,XRP,Altcoin,4.118458419576254,-0.3832231615578557
2.1632317759396993,127416681908.18704,3466660612.110638,2025-06-18,XRP,Altcoin,-4.092401214673558,-0.8690099357468551
2.1686830671349613,127820962755.39302,2350823381.424604,2025-06-19,XRP,Altcoin,0.25199755550437963,-0.616876100795921
2.166239439916603,127674651295.66653,1450568729.9521883,2025-06-20,XRP,Altcoin,-0.11267793138562965,-0.16281344077700885
2.1201128146436803,124953533243.95668,2098115334.487172,2025-06-21,XRP,Altcoin,-2.1293410332654084,-0.16401476644536134
2.044379922195215,120411151497.55313,2305504805.382443,2025-06-22,XRP,Altcoin,-3.5721161593560535,-0.6279506310486054
2.013512764553698,118672394254.47311,4449887424.63551,2025-06-23,XRP,Altcoin,-1.5098542744624632,-1.0065620911517832
2.1640075102022664,127539548337.53386,4004307867.6364536,2025-06-24,XRP,Altcoin,7.474238470096117,-0.5271649410775171
2.1890368617248566,129018976028.34126,3119419439.9970093,2025-06-25,XRP,Altcoin,1.1566203631266925,0.22269528432251867
2.1839169388853152,128924835580.36104,2234760744.378113,2025-06-26,XRP,Altcoin,-0.2338892930065617,0.1532828773923842
2.105597069865388,124230689777.04051,2569634191.4677787,2025-06-27,XRP,Altcoin,-3.5862109783306173,-0.3429361293140426
2.140945561649059,126287954127.92236,2600100605.537264,2025-06-28,XRP,Altcoin,1.6787870903491875,0.20108217405947107
2.185743305637095,128959095356.2813,1909072124.1732078,2025-06-29,XRP,Altcoin,2.092427980911893,1.0103027655263206
2.2080779439640237,130291214168.36028,1320178860.3618104,2025-06-30,XRP,Altcoin,1.0218326310013959,1.3719723234497287
2.2397868943055363,132156902495.55835,3688723731.503887,2025-07-01,XRP,Altcoin,1.4360430721293893,0.5093729808830536
2.171453605552325,128126705578.13293,2782662990.9534025,2025-07-02,XRP,Altcoin,-3.0508834981998967,-0.09169899930645917
2.234339504341481,131977600025.21939,3660413082.1301646,2025-07-03,XRP,Altcoin,2.8960277405125856,0.35543200548199044
2.2565985381225446,133259962343.86203,3456952710.4009995,2025-07-04,XRP,Altcoin,0.9962243310747132,1.0100656211113235
2.220660517934634,131144534229.89864,1759263909.260319,2025-07-05,XRP,Altcoin,-1.592574823602011,0.5427282048325808
2.2177115630108464,130972769052.7035,898181111.5827129,2025-07-06,XRP,Altcoin,-0.13279629641590462,0.2248390223571811
2.2711234551626793,134151998248.59271,2334073292.9256063,2025-07-07,XRP,Altcoin,2.408423757295064,0.42292346897056227
2.275084085302051,134350852686.02478,3876739211.500435,2025-07-08,XRP,Altcoin,0.174390790177803,0.2426874286917642
2.3106154308712163,136497008281.73683,2680689161.887867,2025-07-09,XRP,Altcoin,1.5617596641245957,0.9016364518809775
2.405267395272407,142094073894.76715,4432186610.184976,2025-07-10,XRP,Altcoin,4.096396273329761,1.0731176708548595
2.5456780481070833,150138989600.80466,5263609598.373313,2025-07-11,XRP,Altcoin,5.837631737355098,1.7647473003234861
2.735777793849028,161862097553.51227,14004307576.909258,2025-07-12,XRP,Altcoin,7.467548611785335,3.059050648235964
2.7403085663356155,161796742917.52557,7635333692.640345,2025-07-13,XRP,Altcoin,0.16561185988037685,3.1016803848497183
2.836943449825265,167709014396.6901,6320439963.46504,2025-07-14,XRP,Altcoin,3.5264234355502078,3.261394624600453
2.954285567242737,174691801800.57703,10642114059.840887,2025-07-15,XRP,Altcoin,4.1362163008465735,3.8273696975531344
2.917723690315136,172608862751.97787,7556524928.072073,2025-07-16,XRP,Altcoin,-1.2375877719134842,3.4274629209762666
3.0408154279719146,179784902655.3871,7793207547.31447,2025-07-17,XRP,Altcoin,4.2187592356795145,3.4449433441690878
3.494535310837583,206790617970.8479,19394273607.04806,2025-07-18,XRP,Altcoin,14.920993845663277,4.7425665024988275
3.417044710420229,202056421574.12247,16031012566.653502,2025-07-19,XRP,Altcoin,-2.2174793935271775,3.358991073168469
3.43091157808989,203036588057.2096,5783505866.425777,2025-07-20,XRP,Altcoin,0.40581463939801665,3.3933057559567037
3.455651421168503,204531521314.64954,7847665162.660737,2025-07-21,XRP,Altcoin,0.7210865834201163,2.992543348509547
3.55629271011838,210472490159.30972,8362003947.111928,2025-07-22,XRP,Altcoin,2.9123680801070417,2.8177078884038997
3.5512409390828505,210230480631.16995,7908195545.8158,2025-07-23,XRP,Altcoin,-0.14205160956397567,2.97421305445383
3.1784172529582473,188186759786.34775,13257602437.964903,2025-07-24,XRP,Altcoin,-10.498405839534207,0.8717609008518696
3.1443151661109243,185920871104.63107,10402261389.142485,2025-07-25,XRP,Altcoin,-1.0729266843609975,-1.4130848891515981
3.1383147630505817,185810977838.7848,7590707148.3824,2025-07-26,XRP,Altcoin,-0.1908333848023358,-1.1235640307623351
3.167241692335099,187641581965.9033,3792391471.850104,2025-07-27,XRP,Altcoin,0.9217344807185279,-1.0498611962879765
3.232752992185551,191396539707.53333,4272843726.2721925,2025-07-28,XRP,Altcoin,2.068402294936744,-0.8573875232141724
3.1234939366799126,184768043390.20883,7076691375.932294,2025-07-29,XRP,Altcoin,-3.379752668074165,-1.7562619158114876
3.1280707477497427,185283974088.98334,5629285480.992563,2025-07-30,XRP,Altcoin,0.146528572253124,-1.715036175551902
3.0996192442543777,183489681384.74945,6061881858.858245,2025-07-31,XRP,Altcoin,-0.9095543480220902,-0.345200248193028
3.0232512791444304,179326407753.82678,5274343598.404958,2025-08-01,XRP,Altcoin,-2.463785358524506,-0.5438943445021007
2.9619031982658726,175651026151.1029,9588289635.150093,2025-08-02,XRP,Altcoin,-2.029208795899995,-0.8065194032303378
2.769267387192411,164294692749.69305,6626410931.129626,2025-08-03,XRP,Altcoin,-6.5037848362581645,-1.867307877084151
2.9486352217251337,174843464841.0272,4775415471.329626,2025-08-04,XRP,Altcoin,6.477086155070522,-1.2374958970650398
3.0727905982283095,182226168416.1388,5293305246.052242,2025-08-05,XRP,Altcoin,4.210604810944951,-0.15315911434802335
2.9649981287242557,175947744749.02496,4965545788.579667,2025-08-06,XRP,Altcoin,-3.5079666530548503,-0.675229860820591
2.992045726720115,177454281208.94727,4082166604.029814,2025-08-07,XRP,Altcoin,0.9122298504618875,-0.4149749753228799
3.3154332521736825,196586563136.16388,7757095979.615032,2025-08-08,XRP,Altcoin,10.80824141708776,1.4810288497645867
3.288160253111489,195118577955.89972,8889928900.443523,2025-08-09,XRP,Altcoin,-0.8226073935981848,1.6534004786648455
3.229511537620619,191448306716.0005,4765475379.036455,2025-08-10,XRP,Altcoin,-1.7836331254041604,2.327707865929703
3.1838901988281205,188762634633.81073,4658567865.909019,2025-08-11,XRP,Altcoin,-1.412638978404479,1.2006042754332746
3.1394273590070134,186208442509.3679,7508618703.880955,2025-08-12,XRP,Altcoin,-1.3964941327898939,0.39959014061401094
3.26747236546907,193890996169.89874,8587094638.178333,2025-08-13,XRP,Altcoin,4.078610262941607,1.483386842899219
3.2866811377117644,194924756464.55508,8018820706.857553,2025-08-14,XRP,Altcoin,0.5878786442295336,1.437050956294597
3.0872106726905346,183080844696.39935,11518598907.612103,2025-08-15,XRP,Altcoin,-6.0690543640659955,-0.9739912981559395
3.0773729481839958,182823893074.88736,6586597945.239845,2025-08-16,XRP,Altcoin,-0.31866061469544293,-0.9019989011698336
3.106969288649059,184537083059.24762,4207383821.7064447,2025-08-17,XRP,Altcoin,0.9617404508130534,-0.5098026759959459
3.0953855433967075,183971298108.38446,3486012703.1641827,2025-08-18,XRP,Altcoin,-0.3728310187896433,-0.36125868176525505
3.060621197547626,181729332172.2824,7891993830.459589,2025-08-19,XRP,Altcoin,-1.1231022876372565,-0.32220270388630684
2.8587366392387112,170168406125.4961,6736297698.175642,2025-08-20,XRP,Altcoin,-6.5961955197421425,-1.8471749585554138
2.952309340790555,175556019984.77844,6872631153.732158,2025-08-21,XRP,Altcoin,3.2732186752523873,-1.4635549541235775
2.8498230079250755,169235531134.4738,4464611989.418837,2025-08-22,XRP,Altcoin,-3.4713954750431486,-1.0924608271203138
3.0732747821154365,182799236672.46982,9726315601.629562,2025-08-23,XRP,Altcoin,7.8409000688451025,0.07319069909976404
3.0458254666203546,181178670544.90762,4525709190.859716,2025-08-24,XRP,Altcoin,-0.8931617717628071,-0.1917953326967874
3.02786808477519,180309158636.47443,6158205320.189804,2025-08-25,XRP,Altcoin,-0.5895735669020463,-0.22275855385570212
2.862667277824852,170267483807.62628,6677411739.169651,2025-08-26,XRP,Altcoin,-5.456010708689895,-0.8417454711489363
3.011834539503525,179142732347.83713,6168659352.468927,2025-08-27,XRP,Altcoin,5.210778871654798,0.8449651561934838
2.9671217194399038,176555745920.97995,6346605091.344013,2025-08-28,XRP,Altcoin,-1.4845709310110866,0.16528092672727318
2.9671844322262273,176531083059.73718,5916089545.532232,2025-08-29,XRP,Altcoin,0.0021135899451962814,0.661496507439894
2.823231531748928,167986912659.00635,7414077139.444236,2025-08-30,XRP,Altcoin,-4.851498238998719,-1.1517032508235092
2.8166293700860887,167506975112.97137,3135065485.865118,2025-08-31,XRP,Altcoin,-0.23385123000341235,-1.0575160305721671
2.776712609891609,165199510162.63672,3175920948.223113,2025-09-01,XRP,Altcoin,-1.417181849284621,-1.1757457851982491
2.752094842681695,163668082549.3002,8149612555.21553,2025-09-02,XRP,Altcoin,-0.8865795877548543,-0.5229699107789577
2.861352340590463,170017343347.65512,7818514399.960052,2025-09-03,XRP,Altcoin,3.96997575135547,-0.7002274993931472
2.8440111306765328,169148418099.79056,4282592689.81749,2025-09-04,XRP,Altcoin,-0.606049442703438,-0.5747244296349118
2.797620314598713,166553893839.9241,4435280469.053911,2025-09-05,XRP,Altcoin,-1.6311756159260948,-0.8080514590450962
2.8160947139230124,167868172838.93118,6440056634.093668,2025-09-06,XRP,Altcoin,0.6603612086992339,-0.020642966516817296
2.8106516044524614,167555913519.96588,1710108502.3145711,2025-09-07,XRP,Altcoin,-0.19328573870899257,-0.014847896331900185
2.881098102223723,171783435959.93152,3758634219.2118864,2025-09-08,XRP,Altcoin,2.5064115972134093,0.5456654531678184
2.9693752178894965,176863943138.69135,5571309023.778589,2025-09-09,XRP,Altcoin,3.064009364958409,1.1100353035554276
2.94711316566773,175645238418.85535,5779762469.172943,2025-09-10,XRP,Altcoin,-0.7497217625999197,0.43579280156180034
2.9831115371091697,177831215415.68866,4348729235.861674,2025-09-11,XRP,Altcoin,1.2214791023568816,0.6968683079989889
3.042189592870322,181478948408.56073,5399056673.396303,2025-09-12,XRP,Altcoin,1.980417259838796,1.2128101473939732
3.1075619727179338,185122997953.71664,6431002504.182876,2025-09-13,XRP,Altcoin,2.148859492545041,1.4254527593719455
3.1226735093963653,186140756995.41547,4890402318.793293,2025-09-14,XRP,Altcoin,0.4862827133006453,1.522533966801894
3.0312637323512215,180683294841.68112,4717722674.640647,2025-09-15,XRP,Altcoin,-2.927292167115292,0.7462905718977938
2.9940861270543375,178831483523.20224,5703362169.728064,2025-09-16,XRP,Altcoin,-1.2264721442778237,0.13336464200690346
3.0381334165695297,181512759461.20248,4418021933.675096,2025-09-17,XRP,Altcoin,1.4711430348373744,0.45063104164080264
3.083983468328553,184265198058.23386,5960257002.7788515,2025-09-18,XRP,Altcoin,1.509152017780524,0.49172717241560865
3.0778034182571985,183975908931.03992,6283622329.630611,2025-09-19,XRP,Altcoin,-0.2003918028362195,0.1801830206048922
2.9911678094786853,178756914408.9819,4614169289.07877,2025-09-20,XRP,Altcoin,-2.8148519253893833,-0.528918610528597
2.9767316725840836,177890344746.8318,2852138270.2347507,2025-09-21,XRP,Altcoin,-0.48262544310804234,-0.6673340614441239
2.9733496913212485,177826889948.96225,2935908283.6015553,2025-09-22,XRP,Altcoin,-0.11361391065185522,-0.26538002480649003
2.851139194678168,170400585443.59097,9546312187.865196,2025-09-23,XRP,Altcoin,-4.110195884452949,-0.6773405591172222
2.8290556379505225,169113142027.29474,5177734080.177338,2025-09-24,XRP,Altcoin,-0.7745520376159054,-0.9981541408962623
542.1361610816159,79089065108.12651,962211853.2679341,2024-10-03,BNB,Altcoin,-1.009747801988281,-1.1133095555245236
543.9268634322848,79356570336.31575,717224492.2556725,2024-10-04,BNB,Altcoin,0.33030490847469895,-1.2897814779538888
555.7319512863536,81042254268.0583,642933307.385025,2024-10-05,BNB,Altcoin,2.1703447003107,-1.2642402273499889
563.0576257615133,82114177423.76372,398503138.46767455,2024-10-06,BNB,Altcoin,1.318202859886508,-0.9198542248567231
570.3887106812168,83265317975.27345,460824875.58197916,2024-10-07,BNB,Altcoin,1.3020132548224428,-0.6087215306489099
564.5530144089458,82362634345.85994,822476319.5850166,2024-10-08,BNB,Altcoin,-1.0231086560779534,-0.036558566781219604
580.5834563804233,84738393992.16469,812293173.272375,2024-10-09,BNB,Altcoin,2.8394927601724573,0.8467860036572247
570.4233445375069,83220162034.19997,1120320879.4039862,2024-10-10,BNB,Altcoin,-1.749983009550149,0.7410381168626721
562.2876092184791,82021809492.13783,666418337.8417825,2024-10-11,BNB,Altcoin,-1.4262626866409334,0.49009988898901036
572.6973782181188,83546567873.48314,726487414.3748224,2024-10-12,BNB,Altcoin,1.8513246297758856,0.4445255931983226
576.4218063678553,84061595901.47354,514250584.25048655,2024-10-13,BNB,Altcoin,0.6503309236938648,0.34911531659937356
572.0464555145396,83416290893.81396,504380355.1480061,2024-10-14,BNB,Altcoin,-0.7590536660792901,0.05467718504198312
588.7145782741194,85928412504.44931,922914192.4897503,2024-10-15,BNB,Altcoin,2.9137708308300425,0.617088540314554
593.7859585166118,86636583192.31186,1133724407.1369383,2024-10-16,BNB,Altcoin,0.8614327603980287,0.33450854034677846
600.7171299370192,87633144279.6967,941867678.3498796,2024-10-17,BNB,Altcoin,1.1672844938473759,0.7512610408321392
592.06562034803,86333076752.49678,727488240.0562967,2024-10-18,BNB,Altcoin,-1.4401969176234708,0.7492704364060624
599.7937020052995,87513331879.36797,620458607.0386341,2024-10-19,BNB,Altcoin,1.305274515471222,0.6712632772196818
598.0584515713127,87250625179.78609,366372731.7293214,2024-10-20,BNB,Altcoin,-0.28930787838972183,0.5370291626363123
604.7364465668796,88195432727.09534,403326085.94190884,2024-10-21,BNB,Altcoin,1.1166124277687928,0.804981461757467
598.8441916110455,87325520925.89667,729415389.1626027,2024-10-22,BNB,Altcoin,-0.9743508910839971,0.2495355014840328
593.2537357882547,86532749174.40143,793524643.3617057,2024-10-23,BNB,Altcoin,-0.9335409612558854,-0.006889315895097781
584.5160075603742,85255197630.47481,784000933.3228502,2024-10-24,BNB,Altcoin,-1.4728484122010221,-0.3840511596162975
594.325893184941,86710819325.42433,644617281.7623655,2024-10-25,BNB,Altcoin,1.6782920395133294,0.06144726283181682
573.5027977179195,83449711140.45877,881784218.7704451,2024-10-26,BNB,Altcoin,-3.503649379203777,-0.6255418649788973
582.7002844268627,85017771621.24681,522130327.4992685,2024-10-27,BNB,Altcoin,1.6037387691118177,-0.35510662962153455
588.3466587883522,85827006527.09506,441842652.54891616,2024-10-28,BNB,Altcoin,0.9690014768129362,-0.37619390832951405
600.2951565105121,87554214286.16765,644392069.212074,2024-10-29,BNB,Altcoin,2.0308601304487306,0.05312195188944705
605.9923660648295,88414948715.28604,1073038597.5710328,2024-10-30,BNB,Altcoin,0.9490680530282791,0.32206609678718484
595.7628311131087,86969500510.24303,850312506.2658379,2024-10-31,BNB,Altcoin,-1.688063336201573,0.291321107644249
575.5827350716986,84000613909.2605,1036949641.1860024,2024-11-01,BNB,Altcoin,-3.3872700657921473,-0.4323306216851048
572.9178309294414,83572294995.76315,893454861.8709445,2024-11-02,BNB,Altcoin,-0.46299236927689336,0.0020489511615928713
568.1788705867822,82889818185.21948,613502646.373791,2024-11-03,BNB,Altcoin,-0.8271623061497646,-0.34522263101863315
557.9719388092819,81477370371.82082,807471288.4620364,2024-11-04,BNB,Altcoin,-1.7964293122972208,-0.7402841723200841
552.0002698236904,80509315395.44171,876900503.1809891,2024-11-05,BNB,Altcoin,-1.0702453959127722,-1.1832992475145845
563.1815855751432,82160078279.30705,782468123.611863,2024-11-06,BNB,Altcoin,2.0255996894755546,-1.0295090137364025
591.1691503275006,86248682357.26794,1832779153.4980664,2024-11-07,BNB,Altcoin,4.969545430675848,-0.07842204703962796
598.6118114741502,87331183563.1823,1140184047.2747588,2024-11-08,BNB,Altcoin,1.2589731961700767,0.5853269903835469
598.0540120171064,87226205424.11293,1097148719.9339457,2024-11-09,BNB,Altcoin,-0.09318216686539094,0.6381570192994758
623.0345147169824,91086187582.46587,2289560529.6535926,2024-11-10,BNB,Altcoin,4.176964320600773,1.3530322516924098
628.4982208915301,91619975451.01256,2637125258.8770103,2024-11-11,BNB,Altcoin,0.8769508021605699,1.7349436966149514
655.001920202732,95953859311.81076,1582512409.9785407,2024-11-12,BNB,Altcoin,4.216988756723317,2.4902628612772495
629.1405449090754,91663556242.07321,3680447411.470419,2024-11-13,BNB,Altcoin,-3.9482899967151486,1.6368500489642923
620.6711241408003,90601254693.01842,3088847318.0117497,2024-11-14,BNB,Altcoin,-1.346188993351094,0.7346022741033005
620.7149581494238,90438980537.17252,3102474990.626613,2024-11-15,BNB,Altcoin,0.007062356684328641,0.5557578684624793
618.5720978479429,90211289977.11554,2050272135.7677736,2024-11-16,BNB,Altcoin,-0.34522453073621007,0.5197518164809337
622.5200094288792,90600287238.66862,1452900658.074677,2024-11-17,BNB,Altcoin,0.6382298190738656,0.014218316262804074
617.8473040647104,90046308523.15709,1828130470.576308,2024-11-18,BNB,Altcoin,-0.7506112724723013,-0.2182905515418918
619.6636009849202,90317334784.22472,1651371565.818097,2024-11-19,BNB,Altcoin,0.2939718128185831,-0.7787215435282823
615.9180341474424,89864910340.94922,1388983815.5660732,2024-11-20,BNB,Altcoin,-0.6044516462681337,-0.3010303506072802
607.2954246379498,88607714965.0514,1559086629.2346592,2024-11-21,BNB,Altcoin,-1.3999605518010272,-0.3087120018144135
623.5047261063257,90962065583.55013,2343280028.8742757,2024-11-22,BNB,Altcoin,2.6690965896934538,0.07157860290117579
633.0202588832259,92349194787.00644,1846338179.2677584,2024-11-23,BNB,Altcoin,1.5261364314466341,0.3389158832130107
651.5324156029599,95008979222.82204,3373812879.967069,2024-11-24,BNB,Altcoin,2.924417735443896,0.6655141569801578
661.6867306484445,96535188283.16571,2917371682.838013,2024-11-25,BNB,Altcoin,1.5585279876040081,0.9953911941339165
635.2624284539559,92608753001.29962,2394918621.268695,2024-11-26,BNB,Altcoin,-3.993476213221503,0.38289861898533273
613.7254260217858,89577669155.71219,2494275590.5107102,2024-11-27,BNB,Altcoin,-3.3902528258415776,-0.015072978096587888
645.1514917318507,94131145638.41046,1940704254.0273583,2024-11-28,BNB,Altcoin,5.120541593619654,0.9164273283920809
654.5913158519834,95461592953.30748,2381977222.083153,2024-11-29,BNB,Altcoin,1.4631949613558737,0.7441556672009979
654.771684845135,95500304653.15181,1553941107.9797518,2024-11-30,BNB,Altcoin,0.027554443327271194,0.5300725260410889
655.0341088639733,95585516151.45093,1682644261.813791,2024-12-01,BNB,Altcoin,0.04007870604549879,0.11802409326988934
655.7348886381908,95646063853.98654,1465006765.1405237,2024-12-02,BNB,Altcoin,0.10698370737256546,-0.08933937533460247
647.1199397363577,94366844096.0861,2373999130.8716054,2024-12-03,BNB,Altcoin,-1.3137853500100327,0.29347360512417897
740.0349367441655,108108300474.17479,4567002669.157179,2024-12-04,BNB,Altcoin,14.35823427812506,2.828971762833699
736.4426842404933,107467583157.48167,6355347042.361618,2024-12-05,BNB,Altcoin,-0.4854166101233681,2.02812059087041
719.7623500626481,104903980762.58746,3821183229.5789404,2024-12-06,BNB,Altcoin,-2.2649874232979816,1.4955231073484307
732.5424290130477,106872608667.21408,2720943421.9763966,2024-12-07,BNB,Altcoin,1.7755970355058492,1.745243477659656
750.2454938747231,109451466413.20235,1748135790.7778006,2024-12-08,BNB,Altcoin,2.4166606821022896,2.0847551885249116
745.3758374040211,108738492023.74458,1318662772.5807214,2024-12-09,BNB,Altcoin,-0.6490750708214366,1.9767467916400545
688.0073673187646,100338665906.47128,3134677046.188991,2024-12-10,BNB,Altcoin,-7.6965830130821145,1.0649185540583284
675.4213801221093,98534549902.19533,3017514510.6277456,2024-12-11,BNB,Altcoin,-1.8293390150318056,-1.2475919163926525
710.6900184753106,103655308925.02591,1903416575.806963,2024-12-12,BNB,Altcoin,5.22172371073375,-0.4322861562702072
705.6789649754452,102923886014.42325,1993906415.0291083,2024-12-13,BNB,Altcoin,-0.7050969296875653,-0.2094446571830048
726.77223065721,105993649633.03232,1900492715.31541,2024-12-14,BNB,Altcoin,2.989073888931748,-0.03609082097930497
715.4486038130365,104445915284.71416,1302217718.8769124,2024-12-15,BNB,Altcoin,-1.5580709287604133,-0.6039096225311197
722.5581932063777,105502278026.93062,1087890178.982156,2024-12-16,BNB,Altcoin,0.9937246862248728,-0.3692239429530755
720.6829341808788,105222651998.97409,1589415330.8598354,2024-12-17,BNB,Altcoin,-0.25953051852853903,0.6932121276974353
715.6520089733765,104491787287.64561,1610321650.477661,2024-12-18,BNB,Altcoin,-0.6980774719218763,0.8548209195702823
687.6624331507581,100187667140.30516,2203892490.9307804,2024-12-19,BNB,Altcoin,-3.911059491437774,-0.4498623950256497
669.0228793928828,97651283337.43567,2614960154.253572,2024-12-20,BNB,Altcoin,-2.710567403321995,-0.7363581769734253
677.8485768483023,98743426119.72449,2728589291.527378,2024-12-21,BNB,Altcoin,1.3191921722361055,-0.9749127079299458
662.4248813776467,96521740245.10835,1631846083.3851213,2024-12-22,BNB,Altcoin,-2.2753895187578643,-1.077386792215296
648.5721398402843,94636666608.3006,1137478924.2738469,2024-12-23,BNB,Altcoin,-2.0912169706779116,-1.5180927432014077
692.2861092311789,101000768912.15712,1945323070.2555032,2024-12-24,BNB,Altcoin,6.740031941806723,-0.5181552488677991
697.9537563672064,101662325640.72516,1163427672.65241,2024-12-25,BNB,Altcoin,0.8186856648505936,-0.3014748007574462
702.3466001659357,102473517266.88693,788266049.0921909,2024-12-26,BNB,Altcoin,0.6293889471407965,0.34716069046806386
687.5178696037362,100313525889.4936,1081113208.9599752,2024-12-27,BNB,Altcoin,-2.111312357559081,0.43276855414848014
690.3639423450093,100706722790.1643,1083410181.1553583,2024-12-28,BNB,Altcoin,0.41396345711179894,0.30345016627357924
